tool,record,length,actual,prediction,lifecycle,value,stat,stat_name
dvf,frag_1907_NZ_CP030846.1,500,archaea,viral,,0.8874965906143188,0.0322301454401776,p
dvf,frag_1530_NZ_CP063144.1,500,archaea,viral,,0.5378285050392151,0.1157782836930139,p
dvf,frag_1327_NZ_CP060530.1,500,archaea,non-viral,,0.2428811490535736,0.2863459331313853,p
dvf,frag_577_NZ_CP030065.1,500,archaea,viral,,0.5943414568901062,0.0950064911851587,p
dvf,frag_2329_NZ_CP032683.1,500,archaea,non-viral,,0.0013071635039523,0.810128130350524,p
dvf,frag_4412_NZ_CP045706.1,500,archaea,non-viral,,0.3436488807201385,0.2285367551600218,p
dvf,frag_3128_NZ_CP017921.1,500,archaea,non-viral,,0.1279235333204269,0.3790475832094677,p
dvf,frag_4610_NZ_CP009504.1,500,archaea,non-viral,,0.008755006827414,0.6764473461400967,p
dvf,frag_2403_NC_008701.1,500,archaea,viral,,0.530107855796814,0.1192684716551581,p
dvf,frag_2775_NZ_CP020360.1,500,archaea,non-viral,,0.2414345145225525,0.2872396470300476,p
dvf,frag_1628_NZ_CP045706.1,500,archaea,non-viral,,0.1672312617301941,0.3416056746128807,p
dvf,frag_1386_NZ_CP048739.1,500,archaea,viral,,0.9475094079971312,0.0204801595514497,p
dvf,frag_163_NC_017946.1,500,archaea,non-viral,,0.135922834277153,0.3710982332687351,p
dvf,frag_1536_NZ_CP010835.1,500,archaea,non-viral,,0.0069634527899324,0.6964006848670719,p
dvf,frag_859_NZ_CP009513.1,500,archaea,non-viral,,0.0537520833313465,0.4898963291877551,p
dvf,frag_794_NZ_CP045482.1,500,archaea,non-viral,,0.0605426095426082,0.4754746091177633,p
dvf,frag_4021_NZ_CP048738.1,500,archaea,non-viral,,0.4749531745910644,0.1556097010291821,p
dvf,frag_3286_NC_003413.1,500,archaea,non-viral,,0.1055985987186431,0.4043820203578618,p
dvf,frag_1526_NZ_CP011097.1,500,archaea,non-viral,,0.0079878130927681,0.6842743983894335,p
dvf,frag_3090_NZ_CP010868.1,500,archaea,viral,,0.9894917607307434,0.0083444655590886,p
dvf,frag_1726_NC_009634.1,500,archaea,non-viral,,0.0309673659503459,0.5535005362283392,p
dvf,frag_5434_NZ_CP011055.2,500,archaea,non-viral,,0.0220889206975698,0.5896065777342941,p
dvf,frag_726_NC_000854.2,500,archaea,non-viral,,0.0187490135431289,0.6062578787935803,p
dvf,frag_3704_NZ_CP010835.1,500,archaea,viral,,0.5015892386436462,0.1354682120077518,p
dvf,frag_858_NZ_CP009511.1,500,archaea,viral,,0.7784255146980286,0.0528231951683004,p
dvf,frag_597_NZ_LT900021.1,500,archaea,viral,,0.9270519018173218,0.0247323562061374,p
dvf,frag_1897_NZ_CP020361.1,500,archaea,non-viral,,0.4628450572490692,0.1629946000865491,p
dvf,frag_4701_NZ_CP011055.2,500,archaea,viral,,0.927393078804016,0.0246759111178009,p
dvf,frag_1572_NC_021355.1,500,archaea,non-viral,,0.4386529624462127,0.1773410600387589,p
dvf,frag_1113_NC_007181.1,500,archaea,viral,,0.9178259968757628,0.0266232666654123,p
dvf,frag_8299_NZ_CP009505.1,500,archaea,non-viral,,0.005682801362127,0.7123181997779826,p
dvf,frag_2784_NC_014205.1,500,archaea,viral,,0.9074723720550536,0.0284577320363506,p
dvf,frag_815_NC_014507.1,500,archaea,non-viral,,0.161609262228012,0.3464599522098252,p
dvf,frag_662_NC_015658.1,500,archaea,viral,,0.8051670789718628,0.0478278048505145,p
dvf,frag_4307_NZ_CP045482.1,500,archaea,non-viral,,0.4659488201141357,0.1613294699806205,p
dvf,frag_3097_NC_013741.1,500,archaea,viral,,0.5557267069816589,0.1086097574742704,p
dvf,frag_1899_NC_012632.1,500,archaea,viral,,0.8487966656684875,0.0393422265705845,p
dvf,frag_7206_NZ_CP027033.1,500,archaea,non-viral,,0.3002195656299591,0.2519238367608045,p
dvf,frag_274_NC_013746.1,500,archaea,viral,,0.9053328037261964,0.0289092927430431,p
dvf,frag_4303_NZ_CP020477.1,500,archaea,non-viral,,0.4919023811817169,0.144217200699919,p
dvf,frag_4076_NC_020247.1,500,archaea,non-viral,,0.4485023617744446,0.1717624038081619,p
dvf,frag_1374_NC_017946.1,500,archaea,non-viral,,0.0300292819738388,0.5569530941315923,p
dvf,frag_2583_NC_012632.1,500,archaea,non-viral,,0.3076640367507934,0.2477563077386216,p
dvf,frag_3410_NC_013849.1,500,archaea,viral,,0.7427012920379639,0.0593237878417279,p
dvf,frag_3218_NC_015435.1,500,archaea,non-viral,,0.4956637322902679,0.1411691659297446,p
dvf,frag_7395_NZ_CP009504.1,500,archaea,non-viral,,0.0031713100615888,0.7553763946640577,p
dvf,frag_3679_NC_015562.1,500,archaea,viral,,0.6115861535072327,0.0896159852490169,p
dvf,frag_4382_NZ_CP058601.1,500,archaea,non-viral,,0.1268761903047561,0.3800918173436941,p
dvf,frag_2768_NZ_CP033240.1,500,archaea,viral,,0.9938676357269288,0.0061525146286853,p
dvf,frag_5539_NC_023013.1,500,archaea,non-viral,,0.1571480333805084,0.3504299234228301,p
dvf,frag_66_NZ_CP031307.1,500,archaea,viral,,0.8585138320922852,0.0373290184199138,p
dvf,frag_1446_NC_007181.1,500,archaea,viral,,0.7068791389465332,0.0668497996199364,p
dvf,frag_964_NZ_CP010070.1,500,archaea,non-viral,,0.3414500057697296,0.2297126945003668,p
dvf,frag_837_NZ_CP075546.1,500,archaea,viral,,0.8003036975860596,0.0488250014111272,p
dvf,frag_2986_NC_009634.1,500,archaea,non-viral,,0.4607916474342346,0.1642834296035673,p
dvf,frag_433_NC_009051.1,500,archaea,non-viral,,0.0886823758482933,0.4269036106041506,p
dvf,frag_4226_NC_012726.1,500,archaea,non-viral,,0.0866639167070388,0.4296788274473649,p
dvf,frag_2913_NC_015847.1,500,archaea,non-viral,,0.2595479190349579,0.2758377391860618,p
dvf,frag_1178_NZ_CP070377.1,500,archaea,non-viral,,0.005058123730123,0.7215940092946246,p
dvf,frag_3023_NZ_CP029287.2,500,archaea,viral,,0.6713820695877075,0.0747709270165007,p
dvf,frag_3823_NC_021353.1,500,archaea,viral,,0.9001034498214722,0.0300005644508833,p
dvf,frag_332_NC_017941.2,500,archaea,viral,,0.97666335105896,0.0129165177143502,p
dvf,frag_1150_NZ_CP070332.1,500,archaea,non-viral,,0.0420996323227882,0.5188714745338576,p
dvf,frag_603_NZ_CP024808.1,500,archaea,non-viral,,0.0642445608973503,0.4680426724867824,p
dvf,frag_2659_NC_019791.1,500,archaea,non-viral,,0.0570848882198333,0.4825584677040019,p
dvf,frag_686_NC_009975.1,500,archaea,viral,,0.9610066413879396,0.0171310843101469,p
dvf,frag_2808_NC_015435.1,500,archaea,viral,,0.9700541496276855,0.0149767634386347,p
dvf,frag_3272_NZ_CP035730.1,500,archaea,viral,,0.745093584060669,0.0590039323411541,p
dvf,frag_1465_NZ_AP018553.1,500,archaea,viral,,0.6025819778442383,0.0922971269450036,p
dvf,frag_3160_NC_013887.1,500,archaea,non-viral,,0.0191558692604303,0.6038683700539992,p
dvf,frag_4573_NC_008212.1,500,archaea,non-viral,,0.2536090314388275,0.2795160774426612,p
dvf,frag_2041_NZ_LT607756.1,500,archaea,non-viral,,0.4426792860031128,0.1753184443733654,p
dvf,frag_2084_NC_013926.1,500,archaea,viral,,0.909459114074707,0.0281849141093905,p
dvf,frag_2679_NC_014222.1,500,archaea,non-viral,,0.0728473514318466,0.4520216749139212,p
dvf,frag_749_NC_016070.1,500,archaea,non-viral,,0.0763934701681137,0.4459538279177407,p
dvf,frag_3162_NZ_CP010835.1,500,archaea,non-viral,,0.4221446812152862,0.1865792394965098,p
dvf,frag_7962_NZ_CP058909.1,500,archaea,viral,,0.9076358675956726,0.0284483245216278,p
dvf,frag_2049_NZ_LR698975.1,500,archaea,viral,,0.868065357208252,0.0356168507403714,p
dvf,frag_43_NZ_CP020477.1,500,archaea,viral,,0.9869301915168762,0.0094451447816515,p
dvf,frag_1928_NC_014205.1,500,archaea,non-viral,,0.1409121006727218,0.3658770625976029,p
dvf,frag_639_NZ_CP015363.1,500,archaea,non-viral,,0.0102931857109069,0.6626653370712525,p
dvf,frag_2267_NZ_CP075546.1,500,archaea,non-viral,,0.4731760919094085,0.1567668253400816,p
dvf,frag_1435_NC_009776.1,500,archaea,viral,,0.5063525438308716,0.1319686165308848,p
dvf,frag_5544_NC_018224.1,500,archaea,non-viral,,0.0238767471164464,0.581600782705225,p
dvf,frag_2069_NC_009637.1,500,archaea,non-viral,,0.2772700190544128,0.2651413949462831,p
dvf,frag_2616_NZ_CP015363.1,500,archaea,non-viral,,0.3369449079036712,0.2322433159607894,p
dvf,frag_7189_NC_003901.1,500,archaea,non-viral,,0.0770798027515411,0.4446555908859997,p
dvf,frag_921_NC_014658.1,500,archaea,non-viral,,0.0139438807964324,0.6353553218310787,p
dvf,frag_274_NZ_CP023154.1,500,archaea,non-viral,,0.0401149354875087,0.5242055353816629,p
dvf,frag_3497_NZ_CP014265.1,500,archaea,non-viral,,0.4497739374637604,0.1711226928070142,p
dvf,frag_1935_NC_009776.1,500,archaea,non-viral,,0.4327706694602966,0.1808500630303486,p
dvf,frag_1624_NC_016070.1,500,archaea,non-viral,,0.0749819874763488,0.4483433366573218,p
dvf,frag_2610_NC_012589.1,500,archaea,viral,,0.879230260848999,0.0336789027074827,p
dvf,frag_388_NC_012623.1,500,archaea,viral,,0.99102520942688,0.0077517921315546,p
dvf,frag_5226_NZ_CP014213.1,500,archaea,non-viral,,0.029463617131114,0.5590509699147679,p
dvf,frag_3518_NZ_CP011057.2,500,archaea,viral,,0.9182639122009276,0.0265103764887392,p
dvf,frag_3412_NC_015416.1,500,archaea,non-viral,,0.040906298905611,0.5219101017893093,p
dvf,frag_2856_NC_000909.1,500,archaea,non-viral,,0.0075575560331344,0.6894579390016745,p
dvf,frag_723_NZ_CP076019.1,500,archaea,viral,,0.5048509836196899,0.1330410732092795,p
dvf,frag_2682_NZ_CP009502.1,500,archaea,non-viral,,0.0259817298501729,0.5725413460272065,p
dvf,frag_3633_NC_015216.1,500,archaea,non-viral,,0.3485082983970642,0.2260343562437675,p
dvf,frag_7600_NZ_CP009509.1,500,archaea,non-viral,,0.1482690423727035,0.358727351408305,p
dvf,frag_119_NC_014297.1,500,archaea,non-viral,,0.4451103210449219,0.1738320570471692,p
dvf,frag_458_NC_008942.1,500,archaea,viral,,0.6617673635482788,0.0769816929763495,p
dvf,frag_156_NZ_LR881183.1,500,archaea,non-viral,,0.1305901110172271,0.3762911813956989,p
dvf,frag_2890_NZ_CP016804.1,500,archaea,viral,,0.5276500582695007,0.1205478936574535,p
dvf,frag_2992_NC_013790.1,500,archaea,viral,,0.5026665925979614,0.1345180530207529,p
dvf,frag_2625_NZ_CP058334.1,500,archaea,non-viral,,0.3752325177192688,0.2120077517921315,p
dvf,frag_6376_NZ_CP012850.1,500,archaea,non-viral,,0.4461891651153564,0.1731453084724077,p
dvf,frag_1953_NC_014507.1,500,archaea,non-viral,,0.1204569488763809,0.3868087828557451,p
dvf,frag_4492_NZ_CP017766.1,500,archaea,non-viral,,0.1481694132089615,0.3587743889819187,p
dvf,frag_4605_NC_007426.1,500,archaea,non-viral,,0.0115590104833245,0.6522229957289883,p
dvf,frag_7801_NZ_CP009530.1,500,archaea,non-viral,,0.0008098111720755,0.8346723362622063,p
dvf,frag_2988_NC_013407.1,500,archaea,non-viral,,0.3652438223361969,0.2172477374927091,p
dvf,frag_3149_NC_015435.1,500,archaea,viral,,0.9958463311195374,0.004985982803063,p
dvf,frag_4822_NC_018719.1,500,archaea,non-viral,,0.094312809407711,0.419227078590378,p
dvf,frag_2795_NZ_CP033238.1,500,archaea,non-viral,,0.2995203137397766,0.2522907298349922,p
dvf,frag_5453_NZ_CP063205.1,500,archaea,non-viral,,2.6590483685140495e-05,0.9431033509567442,p
dvf,frag_1914_NC_017034.1,500,archaea,non-viral,,0.0033737905323505,0.7511336055240927,p
dvf,frag_268_NZ_LT900021.1,500,archaea,non-viral,,0.043237667530775,0.5159645524845247,p
dvf,frag_3026_NZ_CP009503.1,500,archaea,non-viral,,0.025753254070878,0.5734256524111461,p
dvf,frag_1038_NC_008212.1,500,archaea,non-viral,,0.4879754781723022,0.1471147152345293,p
dvf,frag_17_NC_015658.1,500,archaea,non-viral,,0.021461509168148,0.5926922425633596,p
dvf,frag_1658_NC_019943.1,500,archaea,non-viral,,0.0789204984903335,0.4417016312630529,p
dvf,frag_3842_NZ_AP018929.1,500,archaea,non-viral,,0.1890223920345306,0.3241641423168827,p
dvf,frag_1756_NZ_CP012200.1,500,archaea,non-viral,,0.4143402278423309,0.1909066962689796,p
dvf,frag_5238_NC_014297.1,500,archaea,non-viral,,0.0001174672070192,0.9084931042917084,p
dvf,frag_3433_NZ_AP011526.1,500,archaea,non-viral,,0.0641169771552085,0.4683154904137425,p
dvf,frag_117_NC_012623.1,500,archaea,viral,,0.5834788084030151,0.0985154941767483,p
dvf,frag_1427_NC_013926.1,500,archaea,non-viral,,0.1260025650262832,0.3810043462718019,p
dvf,frag_1025_NZ_CP017768.1,500,archaea,non-viral,,0.0096817007288336,0.6678865077423847,p
dvf,frag_2206_NZ_CP031310.1,500,archaea,non-viral,,0.0140074528753757,0.6348473160360496,p
dvf,frag_1461_NC_014658.1,500,archaea,non-viral,,0.0578636825084686,0.4811285254661424,p
dvf,frag_2230_NC_000916.1,500,archaea,viral,,0.5015411376953125,0.1355058420666428,p
dvf,frag_2546_NZ_CP007060.1,500,archaea,non-viral,,0.3020048141479492,0.2509266402001919,p
dvf,frag_2762_NC_015562.1,500,archaea,viral,,0.6123634576797485,0.0893996124103934,p
dvf,frag_586_NZ_CP011564.1,500,archaea,non-viral,,0.0497482940554618,0.4994261416019116,p
dvf,frag_1418_NC_009033.1,500,archaea,viral,,0.5480943322181702,0.1114790494647124,p
dvf,frag_1687_NC_021921.1,500,archaea,non-viral,,0.1735329329967498,0.3363374663681349,p
dvf,frag_385_NC_016051.1,500,archaea,non-viral,,0.2235486954450607,0.2992812658751811,p
dvf,frag_484_NZ_CP015363.1,500,archaea,non-viral,,0.3841483294963836,0.2071628817099098,p
dvf,frag_4575_NZ_CP027033.1,500,archaea,non-viral,,0.33515465259552,0.233202882462511,p
dvf,frag_1053_NZ_CP053941.1,500,archaea,non-viral,,0.0527307279407978,0.492182355265386,p
dvf,frag_8473_NZ_CP008746.1,500,archaea,non-viral,,0.0717336684465408,0.4538655477995823,p
dvf,frag_83_NC_000917.1,500,archaea,non-viral,,0.0334661677479743,0.5446198423300532,p
dvf,frag_4915_NC_013967.1,500,archaea,non-viral,,0.0008073088829405,0.8348322640124932,p
dvf,frag_1991_NZ_CP063144.1,500,archaea,non-viral,,0.3913106322288513,0.2037197313213795,p
dvf,frag_2112_NZ_CP030846.1,500,archaea,viral,,0.5786821842193604,0.1002276618562908,p
dvf,frag_3445_NC_017459.1,500,archaea,viral,,0.7111116051673889,0.0659560857212741,p
dvf,frag_3275_NZ_CP020477.1,500,archaea,non-viral,,0.200086623430252,0.3159137519050217,p
dvf,frag_2885_NZ_CP022242.1,500,archaea,viral,,0.7347674369812012,0.0611018081243297,p
dvf,frag_4093_NC_012623.1,500,archaea,viral,,0.7138087749481201,0.065410449867354,p
dvf,frag_526_NC_019964.1,500,archaea,non-viral,,0.1907775700092315,0.3226401249317955,p
dvf,frag_772_NZ_CP015104.1,500,archaea,non-viral,,0.1207875236868858,0.3864418897815575,p
dvf,frag_3006_NZ_CP050014.1,500,archaea,viral,,0.8346703052520752,0.0421832960168582,p
dvf,frag_2860_NZ_CP011057.2,500,archaea,non-viral,,0.375683456659317,0.2117819714387853,p
dvf,frag_3751_NZ_CP009506.1,500,archaea,viral,,0.9990183115005492,0.002238988504017,p
dvf,frag_2696_NZ_CP011564.1,500,archaea,viral,,0.695010781288147,0.0695497563453686,p
dvf,frag_2859_NC_014374.1,500,archaea,non-viral,,0.3864946961402893,0.2058928672223372,p
dvf,frag_1699_NZ_CP063144.1,500,archaea,viral,,0.6813850402832031,0.0723908257916423,p
dvf,frag_8001_NZ_CP009509.1,500,archaea,non-viral,,0.4831907749176025,0.1503697153286045,p
dvf,frag_480_NZ_CP026994.1,500,archaea,viral,,0.581677258014679,0.0991363901484505,p
dvf,frag_1622_NC_009033.1,500,archaea,viral,,0.5421139001846313,0.114084931042917,p
dvf,frag_601_NZ_LT607756.1,500,archaea,viral,,0.9681957960128784,0.0153248414833769,p
dvf,frag_1471_NC_011766.1,500,archaea,viral,,0.9982092380523682,0.0031232948879564,p
dvf,frag_4176_NZ_CP020360.1,500,archaea,viral,,0.7396835088729858,0.0600105364164894,p
dvf,frag_1539_NC_000854.2,500,archaea,non-viral,,0.2150626629590988,0.3051045174885698,p
dvf,frag_420_NZ_CP035425.1,500,archaea,non-viral,,0.355135977268219,0.2224689081638412,p
dvf,frag_803_NZ_CP007493.1,500,archaea,non-viral,,0.1561412215232849,0.3513706748951062,p
dvf,frag_1054_NC_014374.1,500,archaea,non-viral,,0.4430822432041168,0.1751020715347419,p
dvf,frag_735_NC_014804.1,500,archaea,non-viral,,0.2362907230854034,0.290560499727182,p
dvf,frag_992_NC_019977.1,500,archaea,non-viral,,0.1250376552343368,0.3820109503471373,p
dvf,frag_1509_NZ_CP067007.1,500,archaea,non-viral,,0.0142433606088161,0.6332950761067941,p
dvf,frag_1433_NC_019792.1,500,archaea,non-viral,,0.1540760248899459,0.353186325236599,p
dvf,frag_1557_NC_012623.1,500,archaea,viral,,0.9760941863059998,0.0130764454646371,p
dvf,frag_676_NZ_CP045142.1,500,archaea,viral,,0.5707406997680664,0.1031533989350693,p
dvf,frag_536_NZ_CP006933.1,500,archaea,viral,,0.9936691522598268,0.0062465897759129,p
dvf,frag_3460_NZ_CP058560.1,500,archaea,non-viral,,0.0382956899702549,0.529972341906715,p
dvf,frag_3352_NC_022093.1,500,archaea,viral,,0.6111080050468445,0.089766505484581,p
dvf,frag_5287_NZ_CP058335.1,500,archaea,non-viral,,0.382380872964859,0.2081506707557997,p
dvf,frag_2682_NZ_CP017686.1,500,archaea,viral,,0.8748682141304016,0.0343280212233532,p
dvf,frag_1838_NZ_AP011528.1,500,archaea,non-viral,,0.0241206269711256,0.580537733541553,p
dvf,frag_7157_NZ_CP058579.1,500,archaea,non-viral,,0.0001804038620321,0.895774144386536,p
dvf,frag_7330_NZ_CP009505.1,500,archaea,non-viral,,0.0184518583118915,0.6077913036933903,p
dvf,frag_2928_NZ_CP015103.1,500,archaea,non-viral,,0.0975155979394912,0.4148337692148488,p
dvf,frag_331_NZ_CP031156.1,500,archaea,viral,,0.9926835298538208,0.0068204481740013,p
dvf,frag_1699_NC_005877.1,500,archaea,non-viral,,0.0897184982895851,0.425548928484073,p
dvf,frag_423_NZ_CP012850.1,500,archaea,non-viral,,0.4114658236503601,0.1924589361982351,p
dvf,frag_385_NZ_CP013011.1,500,archaea,viral,,0.928229808807373,0.0245159833675139,p
dvf,frag_4901_NC_019962.1,500,archaea,viral,,0.5461612939834595,0.1121469830100284,p
dvf,frag_4158_NZ_CP008887.1,500,archaea,viral,,0.5016533136367798,0.1353929518899697,p
dvf,frag_3217_NZ_CP031310.1,500,archaea,non-viral,,0.087544746696949,0.428380590415624,p
dvf,frag_1542_NC_015865.1,500,archaea,non-viral,,0.2930359840393066,0.255950253062146,p
dvf,frag_59_NZ_AP017559.1,500,archaea,viral,,0.8947227001190186,0.0309225008937139,p
dvf,frag_2723_NZ_CP019154.1,500,archaea,viral,,0.9721112251281738,0.0142429772902594,p
dvf,frag_3013_NZ_AP018929.1,500,archaea,viral,,0.8501589298248291,0.039050593614179,p
dvf,frag_1431_NC_009637.1,500,archaea,non-viral,,0.0646085441112518,0.4672712562795161,p
dvf,frag_517_NZ_CP073695.1,500,archaea,non-viral,,0.0613763630390167,0.4736965888351615,p
dvf,frag_1365_NZ_LR698975.1,500,archaea,viral,,0.5169205665588379,0.1257596568138629,p
dvf,frag_2481_NC_011529.1,500,archaea,non-viral,,0.2870365679264068,0.2594404410242902,p
dvf,frag_1520_NZ_CP020477.1,500,archaea,non-viral,,0.4745260179042816,0.1558919264708649,p
dvf,frag_496_NC_008698.1,500,archaea,viral,,0.5664498209953308,0.1047997140115524,p
dvf,frag_111_NC_017461.1,500,archaea,viral,,0.5074416995048523,0.131253645411955,p
dvf,frag_1821_NZ_CP022242.1,500,archaea,non-viral,,0.0071940449997782,0.6937007281416395,p
dvf,frag_3210_NC_007955.1,500,archaea,non-viral,,0.0831590294837951,0.4350787408982295,p
dvf,frag_2049_NC_000916.1,500,archaea,viral,,0.9872719049453736,0.0092946245460874,p
dvf,frag_1317_NZ_CP024014.1,500,archaea,viral,,0.9947339296340942,0.005616286289488,p
dvf,frag_541_NZ_CP009517.1,500,archaea,non-viral,,0.0038118681404739,0.7428173625091723,p
dvf,frag_1677_NC_018227.2,500,archaea,non-viral,,0.1775836497545242,0.3330448362151686,p
dvf,frag_3293_NZ_CP015193.1,500,archaea,viral,,0.6004317998886108,0.0930120980639334,p
dvf,frag_2352_NZ_CP050274.1,500,archaea,viral,,0.9864420890808104,0.009661517620275,p
dvf,frag_2590_NZ_CP033241.1,500,archaea,viral,,0.8559008240699768,0.0378558392443884,p
dvf,frag_2352_NZ_CP015105.1,500,archaea,non-viral,,0.0966721177101135,0.4160097085551938,p
dvf,frag_2486_NZ_CP069188.1,500,archaea,non-viral,,0.0092000160366296,0.6721481119117951,p
dvf,frag_5240_NZ_CP044523.1,500,archaea,viral,,0.6250699758529663,0.0857494966979623,p
dvf,frag_4956_NZ_CP031150.1,500,archaea,non-viral,,0.3428374230861664,0.2289412782931005,p
dvf,frag_3865_NZ_CP007536.1,500,archaea,non-viral,,0.1039217486977577,0.4066116013471561,p
dvf,frag_1478_NZ_CP014750.1,500,archaea,non-viral,,0.2340903133153915,0.2919998494797644,p
dvf,frag_928_NC_018015.1,500,archaea,non-viral,,0.1955179572105407,0.3190652693371465,p
dvf,frag_4378_NZ_CP014213.1,500,archaea,viral,,0.7253404855728149,0.0631150162750004,p
dvf,frag_3089_NZ_CP020120.1,500,archaea,non-viral,,0.0047164685092866,0.7270691828632712,p
dvf,frag_283_NZ_CP016804.1,500,archaea,viral,,0.636259138584137,0.082814352104461,p
dvf,frag_2522_NC_013156.1,500,archaea,non-viral,,0.0398173779249191,0.52518391691283,p
dvf,frag_3858_NZ_CP020362.1,500,archaea,viral,,0.6445184946060181,0.0809046266157406,p
dvf,frag_638_NC_013156.1,500,archaea,non-viral,,0.2629478573799133,0.273551713108431,p
dvf,frag_3408_NZ_CP065856.1,500,archaea,non-viral,,0.1031793132424354,0.4073547950102542,p
dvf,frag_1353_NC_014658.1,500,archaea,non-viral,,0.0004853054997511,0.8585109785696815,p
